MLS,Property,Status,Type,City,Sold Price,Sold Date,List Price,List Date,Bed,Bath,Kitchen,Tax,year,Floor,Lot,Levels,Parking,Photos,Address,GPS,URL,Agency,Description,Feature,Influence,Amenities
R2717214,12249 230 STREET,Active,House,Maple Ridge,not sold,not sold,"$1,149,000",-,5,3,2,"$5,222 in 2022",1989,"2,128",6231 SqFt.,-,Garage; Double,34,12249 230 Street,,https://www.bccondosandhomes.com/listing/r2717214-12249-230-street,Macdonald Realty,"*Open House Sun 18 Sept by APPOINTMENT ONLY* Welcome to this spacious AIR-CONDITIONED 5 bed family home - space to grow into, incl. mortgage helper 908sqft 2 bed downstairs suite with private entrance, living area, kitchen and in-suite-laundry. Perfectly located in family friendly neighbourhood with ""Harry Hooge ELEMENTARY across the street. Main level offers 1220sqft for family with 3 bed/2 bath - primary bedroom offers an oasis with en-suite. Living areas offer great flow for family living with separate dining room semi-open to living room. *UPDATES incl. interior painting, bedroom carpets, Swiss engineered laminate flooring throughout the downstairs suite, 200AMP electric upgrade roughed-in for 2 EV-CHARGERS in double garage. In 2022: FURNACE, HVAC, HOT WATER TANK & BACK FENCE.",Air Conditioning ClthWsh/Dryr/Frdg/Stve/DW Drapes/Window Coverings Fireplace Insert Smoke Alarm Storage Shed,Private Yard Recreation Nearby Shopping Nearby,-
R2723890,9589 WILLOWLEAF PLACE,Active,Townhouse,Burnaby,not sold,not sold,"$1,168,000",-,3,3,1,"$2,680 in 2022",1982,"2,435",,-,"Carport; Single,Open",31,"9589 Willowleaf Pl, Burnaby, BC V5A 4A5, Canada","49.26678, -122.90117",https://www.bccondosandhomes.com/listing/r2723890-9589-willowleaf-place,Sutton Group-West Coast Realty,"Wonderful half-duplex style 3 bedroom, 3 bathroom townhouse in family friendly Forest Hills! Solid hardwood throughout main floor, basement, staircase an tile in kitchen. Open living and dining room area with vaulted ceiling leads to your oversized Cedar Deck and green space. Kitchen features stainless steel appliances, granite countertops, breakfast nook and second patio. Below is full bathroom, large recreation room, laundry, storage, den, workshop. Carport has separate entry and can be converted to a garage with neighbor/strata approval. Windows and Patio Doors where all replaced within the last 4 years. Close to walking trails, parks, schools, transit & minutes to SFU, Shopping and Hwy 1. Call now to book a private showing!",Clothes Washer/Dryer Dishwasher Drapes/Window Coverings Oven - Built In,Central Location Cul-de-Sac Private Yard Recreation Nearby, In Suite Laundry Wheelchair Access
R2701656,1215 - 13696 100 AVENUE,Active,Apartment,Surrey,not sold,not sold,"$529,900",-,1,1,1,"$1,788 in 2021",2017,510,,-,"Garage Underbuilding,Visitor Parking",35,"13696 100 Ave #1215, Surrey, BC V3T 0L5, Canada","49.18402, -122.84256",https://www.bccondosandhomes.com/listing/r2701656-1215-13696-100-avenue,Macdonald Realty,"Welcome to Residence 1215 at Park Avenue West by CONCORD PACIFIC! This resort style development offers you the conveniences of King George Hub a few min. walk. This home offers HIGH-END FINISHES with a great spacious layout with no wasted space. Bright interiors with EAST EXPOSURE & enjoy the balcony w/ views over landscaped COURTYARD GARDEN and adjacent GREEN BELT. Fabulous amenities incl. outdoor POOL & cabanas, gym, golf simulator, putting green, playground, THEATRE room, tennis court, 48th floor SKY GARDEN & Concierge Service! PARKING spot directly across from P2 elevator lobby entrance and STORAGE conveniently located on same level. Concierge Service and high-speed elevators adds to quality life you will experience here at Park Avenue West.",ClthWsh/Dryr/Frdg/Stve/DW Drapes/Window Coverings Garage Door Opener Intercom Microwave Smoke Alarm Sprinkler - Fire,Central Location Greenbelt Recreation Nearby Shopping Nearby, Elevator Exercise Centre In Suite Laundry Playground Pool; Outdoor Sauna/Steam Room Storage Swirlpool/Hot Tub Tennis Court(s) Concierge
R2723173,39416 CARDINAL DRIVE,Active,House,Squamish,not sold,not sold,"$1,899,000",-,4,4,1,"$5,047 in 2022",2021,"2,433",4611 SqFt.,-,"Garage; Double,Open",34,"39416 Cardinal Dr, Squamish, BC V8B 0H3, Canada","49.72385, -123.13682",https://www.bccondosandhomes.com/listing/r2723173-39416-cardinal-drive,Sotheby's International Realty Canada,"OUTSTANDING home in quiet cul-de-sac in the new Ravenwoods subdivision, close to Brennan Park Recreation Centre, shopping, amenities/services and transit nearby. Custom built with exceptional finishes, bright open rooms and functional floor plan. Gorgeous kitchen/dining/bar area with extensive custom cabinets and plenty of storage, large island with bar seating for casual dining and microwave, gas stove, sleek stainless chimney style vent, fridge and dishwasher, blonde engineered oak floors on main, powder room and laundry on main, stylish LED lighting, gas forced air furnace plus air conditioning, four large bedrooms + three full bathrooms above, double garage (403 sf) with built-in EV charger plus open parking on driveway, fully fenced yard, survey available, great mountain views",Air Conditioning ClthWsh/Dryr/Frdg/Stve/DW Drapes/Window Coverings Garage Door Opener Microwave Security System Sprinkler - Fire Vacuum - Built In,Cul-de-Sac Golf Course Nearby Greenbelt Recreation Nearby,-
R2724104,1006 - 6055 NELSON AVENUE,Active,Apartment,Burnaby,not sold,not sold,"$839,000",-,2,2,1,"$1,793 in 2022",1988,"1,070",,-,"Garage; Underground,Visitor Parking",0,"6055 Nelson Ave #1006, Burnaby, BC V5H 4L4, Canada","49.22989, -122.99427",https://www.bccondosandhomes.com/listing/r2724104-1006-6055-nelson-avenue,Macdonald Realty,"See No Further! Unit 06 has The BEST UNOBSTRUCTED VIEW in the building with total privacy. Enjoy the 180 degree view from every room. This high quality custom renovated 2BR 2 Bath unit has a kitchen combine with style & functionality that one would dream for. Huge balcony has access to the 180sf Master BR & living room. If you believe in Feng Shui, the unit is owned by an amazing centenarian who still dance, drive & maintain this lovely home by herself. Mins away from Bonsor and Metrotown. This Bosa building is well maintained with rainscreen, re-piping, newer roof and high-quality vinyl windows. Great amenities feature: indoor swimming pool, sauna, hot tub, 2 gyms, basketball/squash court, table tennis, library, meeting room & billiards room. No Rental & Pet Allowed. Easy to show.",ClthWsh/Dryr/Frdg/Stve/DW Drapes/Window Coverings Garage Door Opener,Central Location Recreation Nearby Shopping Nearby, Club House Elevator Exercise Centre In Suite Laundry Pool; Indoor Sauna/Steam Room Swirlpool/Hot Tub
R2704688,8570 204 STREET,Active,Townhouse,Langley,not sold,not sold,"$809,900",-,3,3,1,"$3,275 in 2021",2016,"1,342",,-,Grge/Double Tandem,27,"8570 204 St #50, Langley, BC V2Y 0T9, Canada","49.15844, -122.65585",https://www.bccondosandhomes.com/listing/r2704688-50-8570-204-street,Sutton Group - 1st West Realty,"Built by Infinity properties this quality townhouse offers great design with 9ft ceiling, large island with quartz countertop, stainless steel appliances, well kept modern laminate floors and so much storage in the home and in the garage . 3 bedroom, 2.5 bath townhome features open concept letting so much natural light in. Heated by forced air natural gas high efficiency furnace. Conveniently located on the quiet side away from the street. Private Back yard facing the playground and trees. Walking distance to Carvolth exchange, shops, restaurants, and parks. Close to highway 1 and Golden Ears bridge. Located in excellent School catchment.",ClthWsh/Dryr/Frdg/Stve/DW Sprinkler - Fire,Central Location Golf Course Nearby Private Yard Recreation Nearby Shopping Nearby, Garden In Suite Laundry Playground
R2722314,5978 PARKSIDE PLACE,Active,House,Surrey,not sold,not sold,"$1,499,000",-,3,3,1,"$4,754 in 2022",1986,"1,858",5289 SqFt.,-,"Garage; Double,Open",29,"5978 Parkside Pl, Surrey, BC V3X 2B6, Canada","49.1111, -122.88651",https://www.bccondosandhomes.com/listing/r2722314-5978-parkside-place,Keller Williams Ocean Realty,"WELCOME TO ""BOUNDARY PARK Rarely available corner lot home in the highly sought after neighbourhood. Located in a quiet Cul-De-Sac just steps to the pond. This traditional 2 storey features a large foyer leading to formal living and dining upon entry and an open concept kitchen and family room on the main with 3 generous sized bedrooms upstairs. The beautifully manicured backyard OASIS is an entertainer’s paradise. Updates include A lifetime metal roof, carpets replaced 2yrs ago, new clothes washer and dryer and hot water tank, all POLY B piping has been professionally replaced and a updated furnace Walking distance to Boundary Park Elementary, transit, shops, restaurants and quick access to Hwy 91, Hwy 10 & Hwy 99.",ClthWsh/Dryr/Frdg/Stve/DW Drapes/Window Coverings Garage Door Opener,Central Location Cul-de-Sac Golf Course Nearby,-
R2698407,12073 62 AVENUE,Active,Townhouse,Surrey,not sold,not sold,"$999,000",-,3,3,1,"$2,851 in 2022",2019,"1,500",,-,Garage; Double,28,"12073 62 Ave #4, Surrey, BC V3X 0K4, Canada","49.11563, -122.88933",https://www.bccondosandhomes.com/listing/r2698407-4-12073-62-avenue,Dexter Realty,"BEST and biggest corner unit in the whole complex has UPGRADES and added EXTRAS! Imagine yourself in this newer townhome perfectly located on a lovely, tree-lined block facing 121 Street, within easy walking distance to shopping, dining, coffee shops and schools. This amazing townhouse was well built by Woodbridge Homes. 3 beds up + flex space/den on the lower level gives a great home office space or kids hang out space and can be used as a 4th bedroom. This owner had custom island countertop made and custom millwork added in the living room and added a modern electric fireplace that creates the warm feeling of home. The 2 car garage is drywalled, insulated and is extra spacious. Better hurry, this one's a rare gem! Open Sat Jul 23 11am - 1pm",ClthWsh/Dryr/Frdg/Stve/DW Microwave Vacuum - Built In,Recreation Nearby Shopping Nearby, Club House
R2723975,113 - 555 14TH AVENUE,Active,Apartment,Vancouver,not sold,not sold,"$699,000",-,1,1,1,"$1,565 in 2022",1984,668,,-,Garage; Underground,27,113 - 555 14TH Avenue,,https://www.bccondosandhomes.com/listing/r2723975-113-555-w-14th-avenue,Heller Murch Realty,"Extremely RARE condo combo - TWO well behaved pets allowed, rentals allowed w/ restrict PLUS 400 sq.ft fenced outdoor patio with trees & garden beds AND a wood- burning fireplace! Private entrance thru side gate. Excellent neighbors. Super quiet location in Cambie Village area. Walkscore 95. Street has additional residential permit parking & additional free parking across the street. King size bdrm. Condo is very well managed, lovingly landscaped and rain screened. Full-size nearly new in-suite washer/dryer with huge storage space. Pantry professionally renovated for extra storage. High quality plumbing fixtures throughout. This is an excellent property to invest in or snuggle up in front of a warm fire with! Video link: https://www.youtube.com/watch?v=j8RZo3Fj48s",ClthWsh/Dryr/Frdg/Stve/DW Garage Door Opener Intercom Microwave Smoke Alarm,Central Location Recreation Nearby Treed, Elevator Garden In Suite Laundry Shared Laundry Storage
R2724007,20625 118 AVENUE,Active,Townhouse,Maple Ridge,not sold,not sold,"$674,900",-,3,2,1,"$2,914 in 2022",1989,"1,304",,-,"Garage; Single,Visitor Parking",32,5 - 20625 118 Avenue,,https://www.bccondosandhomes.com/listing/r2724007-5-20625-118-avenue,RE/MAX LIFESTYLES REALTY,"Bright open end unit in a great family complex. This home offers 3 bedrooms, 2 bathrooms with single garage, upgraded floors, pot lights on the main, upgraded bathroom counters, fenced backyard with covered awning, artificial turf and patio which makes great space for entertaining! Main floor features the eating area & kitchen with upgraded appliances (approx 3yrs old) powder room, dining & living room, side by side laundry closet and under stair storage. Upstairs you have 3 bedrooms including a large master bedroom with a huge WIC plus a cheater 4pc ensuite & storage room. Well run complex close to all daily amenities, grocery stores, restaurants, parks, transit and easy Hwy access. Call to book your private showing!",ClthWsh/Dryr/Frdg/Stve/DW,Central Location Golf Course Nearby Recreation Nearby,-
R2697345,108 - 175 4TH STREET,Active,Apartment,North Vancouver,not sold,not sold,"$589,900",-,2,1,1,"$1,462 in 2021",1975,796,,-,Garage; Underground,15,"140 4th St E, North Vancouver, BC V7L, Canada","49.31377, -123.07439",https://www.bccondosandhomes.com/listing/r2697345-108-175-e-4th-street,Sutton Group-West Coast Realty,"2BDRMS, ONE ON THE WEST SIDE WHICH IS SEPARATED FROM THE 2ND BDRM BY A SPACIOUS LIVING, DINING ROOM & KITCHEN, EXCELLENT PLAN, IF YOU HAVE A TEENAGER LIVING WITH YOU.PATIO FURNITURE PLUS FEW OTHER FURNITURE ITEMS ARE INCLUDED IN THE PRICE. SECURED PARKING & LOCKER, BEST PART IS A BEAUTIFUL GARDEN PATIO WITH SMALL TREES & PLANTS OFF YOUR LIVING ROOM RENTALS & CATS ALLOWED.SEE NEW P-R-I-C-E OPEN SUNDAY SEPT 18TH 2 TO 4PM",Drapes/Window Coverings Refrigerator Stove,Central Location Lane Access Recreation Nearby Shopping Nearby, Elevator Garden Storage Wheelchair Access
R2724025,PH3 - 3939 KNIGHT STREET,Active,Apartment,Vancouver,not sold,not sold,"$749,900",-,2,2,1,"$1,960 in 2022",2017,861,,-,Garage; Underground,32,"3939 Knight St, Vancouver, BC V5N 3L8, Canada","49.24926, -123.07654",https://www.bccondosandhomes.com/listing/r2724025-ph3-3939-knight-street,Engel & Volkers Vancouver,"Welcome to Kensington Point Penthouse 3! This unique & efficient 2 bed, 2 full bath + den, corner & top floor is perfect for both couples or families. The extra wide east-facing patio enjoys breathtaking park & mountain views. The unit features an open floor plan: spacious kitchen, great dining plus side-by-side sliding doors from the living area to the sunny patio. The kitchen features beautiful skylight for lots of natural light, premium cabinets, countertops, & full size appliances. Both bedrooms are spacious, with primary WIC & ensuite. Complex is only 5 years old, rental/pet friendly w/ 2 storage & parking. Centrally located & transit friendly, just a 10 minute drive to downtown! Kingsway shopping & dining close by incl Save-On-Foods, library, Kingcrest Park. Great value - Call today!",ClthWsh/Dryr/Frdg/Stve/DW Disposal - Waste Drapes/Window Coverings Garage Door Opener Sprinkler - Fire,Central Location Recreation Nearby Shopping Nearby, Elevator In Suite Laundry Storage Wheelchair Access
R2724102,1911 AGASSIZ AVENUE,Active,House,Agassiz,not sold,not sold,"$549,000",-,3,1,1,"$2,185 in 2021",1938,"1,790",10019 SqFt.,-,Open,0,"1911 Agassiz Ave, Agassiz, BC V0M 1A3, Canada","49.23923, -121.77015",https://www.bccondosandhomes.com/listing/r2724102-1911-agassiz-avenue,Century 21 Creekside Realty,"This solid Rancher home with partial basement (Plenty of storage) sits on a spacious 10,000sqft corner lot close to the heart of Agassiz. 3 generous bedrooms a Large family room and a full 4 piece bath make this a perfect starter home for any young family. This home is just steps away from shopping, the Ferney Coombe pool Recreation center and Sports fields. Agassiz is a quaint town just 20 min east of Chilliwack that offers quiet family living with strong a community feel. Call today to book a private showing and make Agassiz your new home.",Air Conditioning ClthWsh/Dryr/Frdg/Stve/DW,-, Air Cond./Central
